model,training,eval_lang,step,pred_langs
heb_arb,"['heb_Hebr', 'arb_Arab']",hun_Latn,Step50+sbeam8,"{'tur_Latn': 0.09, 'heb_Hebr': 0.09, 'eng_Latn': 0.1, 'arb_Arab': 0.15, 'deu_Latn': 0.11, 'hun_Latn': 0.13}"
heb_arb,"['heb_Hebr', 'arb_Arab']",mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
heb_arb,"['heb_Hebr', 'arb_Arab']",mhr_Cyrl,Base,"{'mon_Cyrl': 0.33, 'kaz_Cyrl': 0.36, 'arb_Arab': 0.06}"
heb_arb,"['heb_Hebr', 'arb_Arab']",mhr_Cyrl,Step1,"{'mon_Cyrl': 0.32, 'kaz_Cyrl': 0.36}"
heb_arb,"['heb_Hebr', 'arb_Arab']",mhr_Cyrl,Step50+sbeam8,"{'mon_Cyrl': 0.32, 'kaz_Cyrl': 0.32, 'arb_Arab': 0.06}"
heb_arb,"['heb_Hebr', 'arb_Arab']",fin_Latn,Labels,{'fin_Latn': 0.99}
heb_arb,"['heb_Hebr', 'arb_Arab']",fin_Latn,Base,"{'fin_Latn': 0.69, 'deu_Latn': 0.08}"
heb_arb,"['heb_Hebr', 'arb_Arab']",fin_Latn,Step1,"{'fin_Latn': 0.61, 'deu_Latn': 0.07, 'heb_Hebr': 0.11}"
heb_arb,"['heb_Hebr', 'arb_Arab']",fin_Latn,Step50+sbeam8,"{'fin_Latn': 0.47, 'arb_Arab': 0.12, 'heb_Hebr': 0.2, 'deu_Latn': 0.07}"
hin_guj,"['hin_Deva', 'guj_Gujr']",deu_Latn,Labels,{'deu_Latn': 1.0}
hin_guj,"['hin_Deva', 'guj_Gujr']",deu_Latn,Step1,"{'eng_Latn': 0.23, 'deu_Latn': 0.55}"
hin_guj,"['hin_Deva', 'guj_Gujr']",deu_Latn,Step50+sbeam8,"{'eng_Latn': 0.25, 'deu_Latn': 0.39, 'guj_Gujr': 0.16}"
hin_guj,"['hin_Deva', 'guj_Gujr']",deu_Latn,Base,"{'deu_Latn': 0.64, 'eng_Latn': 0.24}"
hin_guj,"['hin_Deva', 'guj_Gujr']",ydd_Hebr,Labels,{'heb_Hebr': 0.99}
hin_guj,"['hin_Deva', 'guj_Gujr']",ydd_Hebr,Step1,{'guj_Gujr': 0.94}
hin_guj,"['hin_Deva', 'guj_Gujr']",ydd_Hebr,Step50+sbeam8,{'guj_Gujr': 0.95}
hin_guj,"['hin_Deva', 'guj_Gujr']",ydd_Hebr,Base,{'guj_Gujr': 0.92}
hin_guj,"['hin_Deva', 'guj_Gujr']",heb_Hebr,Labels,{'heb_Hebr': 1.0}
hin_guj,"['hin_Deva', 'guj_Gujr']",heb_Hebr,Step1,{'hin_Deva': 0.91}
hin_guj,"['hin_Deva', 'guj_Gujr']",heb_Hebr,Step50+sbeam8,{'hin_Deva': 0.92}
hin_guj,"['hin_Deva', 'guj_Gujr']",heb_Hebr,Base,"{'hin_Deva': 0.83, 'eng_Latn': 0.1}"
hin_guj,"['hin_Deva', 'guj_Gujr']",arb_Arab,Labels,{'arb_Arab': 1.0}
hin_guj,"['hin_Deva', 'guj_Gujr']",arb_Arab,Step1,"{'eng_Latn': 0.58, 'hin_Deva': 0.37}"
hin_guj,"['hin_Deva', 'guj_Gujr']",arb_Arab,Step50+sbeam8,"{'eng_Latn': 0.55, 'hin_Deva': 0.39}"
hin_guj,"['hin_Deva', 'guj_Gujr']",arb_Arab,Base,"{'eng_Latn': 0.68, 'hin_Deva': 0.26}"
hin_guj,"['hin_Deva', 'guj_Gujr']",amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
hin_guj,"['hin_Deva', 'guj_Gujr']",amh_Ethi,Step1,{'guj_Gujr': 0.96}
hin_guj,"['hin_Deva', 'guj_Gujr']",amh_Ethi,Step50+sbeam8,{'guj_Gujr': 0.96}
hin_guj,"['hin_Deva', 'guj_Gujr']",amh_Ethi,Base,{'guj_Gujr': 0.95}
hin_guj,"['hin_Deva', 'guj_Gujr']",mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
hin_guj,"['hin_Deva', 'guj_Gujr']",mlt_Latn,Step1,"{'eng_Latn': 0.7, 'guj_Gujr': 0.13}"
hin_guj,"['hin_Deva', 'guj_Gujr']",mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.68, 'guj_Gujr': 0.15}"
hin_guj,"['hin_Deva', 'guj_Gujr']",mlt_Latn,Base,"{'eng_Latn': 0.66, 'guj_Gujr': 0.13}"
hin_guj,"['hin_Deva', 'guj_Gujr']",hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
hin_guj,"['hin_Deva', 'guj_Gujr']",hin_Deva,Step1,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
hin_guj,"['hin_Deva', 'guj_Gujr']",hin_Deva,Step50+sbeam8,"{'hin_Deva': 0.72, 'eng_Latn': 0.23}"
hin_guj,"['hin_Deva', 'guj_Gujr']",hin_Deva,Base,"{'hin_Deva': 0.73, 'eng_Latn': 0.25}"
hin_guj,"['hin_Deva', 'guj_Gujr']",urd_Arab,Labels,{'urd_Arab': 0.98}
hin_guj,"['hin_Deva', 'guj_Gujr']",urd_Arab,Step1,"{'hin_Deva': 0.9, 'eng_Latn': 0.07}"
hin_guj,"['hin_Deva', 'guj_Gujr']",urd_Arab,Step50+sbeam8,"{'hin_Deva': 0.89, 'eng_Latn': 0.06}"
hin_guj,"['hin_Deva', 'guj_Gujr']",urd_Arab,Base,"{'hin_Deva': 0.86, 'eng_Latn': 0.09}"
hin_guj,"['hin_Deva', 'guj_Gujr']",guj_Gujr,Labels,{'guj_Gujr': 0.99}
hin_guj,"['hin_Deva', 'guj_Gujr']",guj_Gujr,Step1,{'guj_Gujr': 0.99}
hin_guj,"['hin_Deva', 'guj_Gujr']",guj_Gujr,Step50+sbeam8,{'guj_Gujr': 0.99}
hin_guj,"['hin_Deva', 'guj_Gujr']",guj_Gujr,Base,{'guj_Gujr': 1.0}
hin_guj,"['hin_Deva', 'guj_Gujr']",sin_Sinh,Labels,{'eng_Latn': 0.19}
hin_guj,"['hin_Deva', 'guj_Gujr']",sin_Sinh,Step1,"{'guj_Gujr': 0.7, 'hin_Deva': 0.23}"
hin_guj,"['hin_Deva', 'guj_Gujr']",sin_Sinh,Step50+sbeam8,"{'guj_Gujr': 0.67, 'hin_Deva': 0.27}"
hin_guj,"['hin_Deva', 'guj_Gujr']",sin_Sinh,Base,"{'guj_Gujr': 0.79, 'eng_Latn': 0.06, 'hin_Deva': 0.13}"
hin_guj,"['hin_Deva', 'guj_Gujr']",pan_Guru,Labels,{'pan_Guru': 1.0}
hin_guj,"['hin_Deva', 'guj_Gujr']",pan_Guru,Step1,"{'guj_Gujr': 0.64, 'hin_Deva': 0.34}"
hin_guj,"['hin_Deva', 'guj_Gujr']",pan_Guru,Step50+sbeam8,"{'guj_Gujr': 0.65, 'hin_Deva': 0.33}"
hin_guj,"['hin_Deva', 'guj_Gujr']",pan_Guru,Base,"{'guj_Gujr': 0.62, 'hin_Deva': 0.34}"
hin_guj,"['hin_Deva', 'guj_Gujr']",tur_Latn,Labels,{'tur_Latn': 0.99}
hin_guj,"['hin_Deva', 'guj_Gujr']",tur_Latn,Step1,"{'hin_Deva': 0.31, 'eng_Latn': 0.13, 'tur_Latn': 0.1}"
hin_guj,"['hin_Deva', 'guj_Gujr']",tur_Latn,Step50+sbeam8,"{'hin_Deva': 0.35, 'eng_Latn': 0.16, 'tur_Latn': 0.08}"
hin_guj,"['hin_Deva', 'guj_Gujr']",tur_Latn,Base,"{'hin_Deva': 0.12, 'eng_Latn': 0.17, 'tur_Latn': 0.15}"
hin_guj,"['hin_Deva', 'guj_Gujr']",kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
hin_guj,"['hin_Deva', 'guj_Gujr']",kaz_Cyrl,Step1,"{'guj_Gujr': 0.83, 'eng_Latn': 0.07}"
hin_guj,"['hin_Deva', 'guj_Gujr']",kaz_Cyrl,Step50+sbeam8,"{'guj_Gujr': 0.8, 'eng_Latn': 0.06}"
hin_guj,"['hin_Deva', 'guj_Gujr']",kaz_Cyrl,Base,"{'guj_Gujr': 0.81, 'eng_Latn': 0.06}"
hin_guj,"['hin_Deva', 'guj_Gujr']",cmn_Hani,Labels,{'cmn_Hani': 1.0}
hin_guj,"['hin_Deva', 'guj_Gujr']",cmn_Hani,Step1,"{'hin_Deva': 0.65, 'cmn_Hani': 0.13, 'eng_Latn': 0.09}"
hin_guj,"['hin_Deva', 'guj_Gujr']",cmn_Hani,Step50+sbeam8,"{'hin_Deva': 0.66, 'eng_Latn': 0.16}"
hin_guj,"['hin_Deva', 'guj_Gujr']",cmn_Hani,Base,"{'cmn_Hani': 0.67, 'hin_Deva': 0.23}"
hin_guj,"['hin_Deva', 'guj_Gujr']",jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
hin_guj,"['hin_Deva', 'guj_Gujr']",jpn_Jpan,Step1,"{'hin_Deva': 0.83, 'eng_Latn': 0.09}"
hin_guj,"['hin_Deva', 'guj_Gujr']",jpn_Jpan,Step50+sbeam8,"{'hin_Deva': 0.82, 'eng_Latn': 0.1}"
hin_guj,"['hin_Deva', 'guj_Gujr']",jpn_Jpan,Base,"{'hin_Deva': 0.74, 'eng_Latn': 0.14}"
hin_guj,"['hin_Deva', 'guj_Gujr']",kor_Hang,Labels,{'kor_Hang': 0.99}
hin_guj,"['hin_Deva', 'guj_Gujr']",kor_Hang,Step1,"{'eng_Latn': 0.12, 'hin_Deva': 0.77}"
hin_guj,"['hin_Deva', 'guj_Gujr']",kor_Hang,Step50+sbeam8,"{'eng_Latn': 0.14, 'hin_Deva': 0.71}"
hin_guj,"['hin_Deva', 'guj_Gujr']",kor_Hang,Base,"{'eng_Latn': 0.16, 'hin_Deva': 0.77}"
hin_guj,"['hin_Deva', 'guj_Gujr']",mon_Cyrl,Labels,{'mon_Cyrl': 0.99}
hin_guj,"['hin_Deva', 'guj_Gujr']",mon_Cyrl,Step1,{'guj_Gujr': 0.95}
hin_guj,"['hin_Deva', 'guj_Gujr']",mon_Cyrl,Step50+sbeam8,{'guj_Gujr': 0.94}
hin_guj,"['hin_Deva', 'guj_Gujr']",mon_Cyrl,Base,{'guj_Gujr': 0.96}
hin_guj,"['hin_Deva', 'guj_Gujr']",hun_Latn,Labels,{'hun_Latn': 1.0}
hin_guj,"['hin_Deva', 'guj_Gujr']",hun_Latn,Step1,"{'eng_Latn': 0.19, 'guj_Gujr': 0.15, 'deu_Latn': 0.08}"
hin_guj,"['hin_Deva', 'guj_Gujr']",hun_Latn,Step50+sbeam8,"{'eng_Latn': 0.18, 'guj_Gujr': 0.2, 'deu_Latn': 0.08}"
hin_guj,"['hin_Deva', 'guj_Gujr']",hun_Latn,Base,"{'guj_Gujr': 0.15, 'eng_Latn': 0.21, 'deu_Latn': 0.11}"
hin_guj,"['hin_Deva', 'guj_Gujr']",mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
hin_guj,"['hin_Deva', 'guj_Gujr']",mhr_Cyrl,Step1,"{'guj_Gujr': 0.63, 'eng_Latn': 0.16}"
hin_guj,"['hin_Deva', 'guj_Gujr']",mhr_Cyrl,Step50+sbeam8,"{'eng_Latn': 0.19, 'guj_Gujr': 0.51}"
hin_guj,"['hin_Deva', 'guj_Gujr']",mhr_Cyrl,Base,"{'guj_Gujr': 0.79, 'hin_Deva': 0.07}"
hin_guj,"['hin_Deva', 'guj_Gujr']",fin_Latn,Labels,{'fin_Latn': 0.99}
hin_guj,"['hin_Deva', 'guj_Gujr']",fin_Latn,Step1,"{'eng_Latn': 0.31, 'hin_Deva': 0.24}"
hin_guj,"['hin_Deva', 'guj_Gujr']",fin_Latn,Step50+sbeam8,"{'hin_Deva': 0.28, 'eng_Latn': 0.3}"
hin_guj,"['hin_Deva', 'guj_Gujr']",fin_Latn,Base,"{'eng_Latn': 0.3, 'deu_Latn': 0.07, 'fin_Latn': 0.14, 'hin_Deva': 0.07}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",deu_Latn,Labels,{'deu_Latn': 1.0}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",deu_Latn,Base,{'deu_Latn': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",deu_Latn,Step1,{'deu_Latn': 0.98}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",deu_Latn,Step50+sbeam8,{'deu_Latn': 0.97}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",ydd_Hebr,Labels,{'heb_Hebr': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",ydd_Hebr,Base,"{'kaz_Cyrl': 0.82, 'tur_Latn': 0.1}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",ydd_Hebr,Step1,"{'kaz_Cyrl': 0.85, 'tur_Latn': 0.09}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",ydd_Hebr,Step50+sbeam8,"{'kaz_Cyrl': 0.85, 'tur_Latn': 0.08}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",heb_Hebr,Labels,{'heb_Hebr': 1.0}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",heb_Hebr,Base,{'tur_Latn': 0.92}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",heb_Hebr,Step1,{'tur_Latn': 0.93}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",heb_Hebr,Step50+sbeam8,{'tur_Latn': 0.92}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",arb_Arab,Labels,{'arb_Arab': 1.0}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",arb_Arab,Base,"{'arb_Arab': 0.47, 'tur_Latn': 0.36, 'eng_Latn': 0.12}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",arb_Arab,Step1,"{'arb_Arab': 0.33, 'tur_Latn': 0.57, 'eng_Latn': 0.07}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",arb_Arab,Step50+sbeam8,"{'arb_Arab': 0.27, 'tur_Latn': 0.64, 'eng_Latn': 0.06}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",amh_Ethi,Base,"{'tur_Latn': 0.47, 'kaz_Cyrl': 0.39}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",amh_Ethi,Step1,"{'kaz_Cyrl': 0.41, 'tur_Latn': 0.51}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",amh_Ethi,Step50+sbeam8,"{'kaz_Cyrl': 0.41, 'tur_Latn': 0.52}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mlt_Latn,Base,"{'eng_Latn': 0.14, 'tur_Latn': 0.64}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mlt_Latn,Step1,"{'eng_Latn': 0.14, 'tur_Latn': 0.7}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mlt_Latn,Step50+sbeam8,"{'tur_Latn': 0.72, 'eng_Latn': 0.11}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",hin_Deva,Base,"{'eng_Latn': 0.38, 'tur_Latn': 0.44, 'kaz_Cyrl': 0.12}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",hin_Deva,Step1,"{'tur_Latn': 0.51, 'eng_Latn': 0.29, 'kaz_Cyrl': 0.15}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",hin_Deva,Step50+sbeam8,"{'eng_Latn': 0.26, 'tur_Latn': 0.55, 'kaz_Cyrl': 0.14}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",urd_Arab,Labels,{'urd_Arab': 0.98}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",urd_Arab,Base,"{'tur_Latn': 0.49, 'kaz_Cyrl': 0.24, 'eng_Latn': 0.14}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",urd_Arab,Step1,"{'tur_Latn': 0.64, 'kaz_Cyrl': 0.25}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",urd_Arab,Step50+sbeam8,"{'tur_Latn': 0.68, 'kaz_Cyrl': 0.21}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",guj_Gujr,Labels,{'guj_Gujr': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",guj_Gujr,Base,"{'kaz_Cyrl': 0.82, 'tur_Latn': 0.11}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",guj_Gujr,Step1,"{'kaz_Cyrl': 0.86, 'tur_Latn': 0.08}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",sin_Sinh,Labels,{'eng_Latn': 0.19}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",sin_Sinh,Base,"{'kaz_Cyrl': 0.73, 'eng_Latn': 0.08, 'tur_Latn': 0.15}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",sin_Sinh,Step1,"{'kaz_Cyrl': 0.74, 'tur_Latn': 0.19}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",sin_Sinh,Step50+sbeam8,"{'kaz_Cyrl': 0.74, 'tur_Latn': 0.2}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",pan_Guru,Labels,{'pan_Guru': 1.0}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",pan_Guru,Base,"{'kaz_Cyrl': 0.68, 'tur_Latn': 0.18, 'eng_Latn': 0.07}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",pan_Guru,Step1,"{'kaz_Cyrl': 0.71, 'tur_Latn': 0.21}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",pan_Guru,Step50+sbeam8,"{'kaz_Cyrl': 0.68, 'tur_Latn': 0.2}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",tur_Latn,Labels,{'tur_Latn': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",tur_Latn,Base,{'tur_Latn': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",tur_Latn,Step1,{'tur_Latn': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",tur_Latn,Step50+sbeam8,{'tur_Latn': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",kaz_Cyrl,Base,{'kaz_Cyrl': 1.0}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",kaz_Cyrl,Step1,{'kaz_Cyrl': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",kaz_Cyrl,Step50+sbeam8,{'kaz_Cyrl': 1.0}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",cmn_Hani,Labels,{'cmn_Hani': 1.0}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",cmn_Hani,Base,"{'cmn_Hani': 0.81, 'tur_Latn': 0.06}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",cmn_Hani,Step1,"{'eng_Latn': 0.09, 'tur_Latn': 0.56, 'cmn_Hani': 0.06, 'kaz_Cyrl': 0.21}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",cmn_Hani,Step50+sbeam8,"{'eng_Latn': 0.12, 'tur_Latn': 0.58, 'kaz_Cyrl': 0.2}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",jpn_Jpan,Base,"{'jpn_Jpan': 0.21, 'cmn_Hani': 0.17, 'tur_Latn': 0.49, 'eng_Latn': 0.07}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",jpn_Jpan,Step1,{'tur_Latn': 0.82}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",jpn_Jpan,Step50+sbeam8,{'tur_Latn': 0.79}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",kor_Hang,Labels,{'kor_Hang': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",kor_Hang,Base,"{'eng_Latn': 0.09, 'tur_Latn': 0.78}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",kor_Hang,Step1,"{'eng_Latn': 0.07, 'tur_Latn': 0.87}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",kor_Hang,Step50+sbeam8,"{'eng_Latn': 0.07, 'tur_Latn': 0.87}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mon_Cyrl,Labels,{'mon_Cyrl': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mon_Cyrl,Base,{'kaz_Cyrl': 0.97}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mon_Cyrl,Step1,{'kaz_Cyrl': 0.97}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mon_Cyrl,Step50+sbeam8,{'kaz_Cyrl': 0.95}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",hun_Latn,Labels,{'hun_Latn': 1.0}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",hun_Latn,Base,"{'hun_Latn': 0.63, 'tur_Latn': 0.2}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",hun_Latn,Step1,"{'tur_Latn': 0.41, 'kaz_Cyrl': 0.08, 'hun_Latn': 0.34}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",hun_Latn,Step50+sbeam8,"{'tur_Latn': 0.51, 'kaz_Cyrl': 0.15, 'hun_Latn': 0.18}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mhr_Cyrl,Base,"{'kaz_Cyrl': 0.88, 'mon_Cyrl': 0.09}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mhr_Cyrl,Step1,{'kaz_Cyrl': 0.9}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",mhr_Cyrl,Step50+sbeam8,{'kaz_Cyrl': 0.9}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",fin_Latn,Labels,{'fin_Latn': 0.99}
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",fin_Latn,Base,"{'fin_Latn': 0.36, 'tur_Latn': 0.52}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",fin_Latn,Step1,"{'tur_Latn': 0.8, 'fin_Latn': 0.15}"
turkic-fami,"['tur_Latn', 'kaz_Cyrl']",fin_Latn,Step50+sbeam8,"{'tur_Latn': 0.82, 'fin_Latn': 0.11}"
tur_guj,"['tur_Latn', 'guj_Gujr']",deu_Latn,Labels,{'deu_Latn': 1.0}
tur_guj,"['tur_Latn', 'guj_Gujr']",deu_Latn,Base,{'deu_Latn': 0.93}
tur_guj,"['tur_Latn', 'guj_Gujr']",deu_Latn,Step1,{'deu_Latn': 0.94}
tur_guj,"['tur_Latn', 'guj_Gujr']",deu_Latn,Step50+sbeam8,"{'deu_Latn': 0.89, 'tur_Latn': 0.08}"
tur_guj,"['tur_Latn', 'guj_Gujr']",ydd_Hebr,Labels,{'heb_Hebr': 0.99}
tur_guj,"['tur_Latn', 'guj_Gujr']",ydd_Hebr,Base,"{'guj_Gujr': 0.5, 'tur_Latn': 0.37, 'eng_Latn': 0.06}"
tur_guj,"['tur_Latn', 'guj_Gujr']",ydd_Hebr,Step1,{'guj_Gujr': 0.91}
tur_guj,"['tur_Latn', 'guj_Gujr']",ydd_Hebr,Step50+sbeam8,{'guj_Gujr': 0.92}
tur_guj,"['tur_Latn', 'guj_Gujr']",heb_Hebr,Labels,{'heb_Hebr': 1.0}
tur_guj,"['tur_Latn', 'guj_Gujr']",heb_Hebr,Base,{'tur_Latn': 0.92}
tur_guj,"['tur_Latn', 'guj_Gujr']",heb_Hebr,Step1,{'tur_Latn': 0.93}
tur_guj,"['tur_Latn', 'guj_Gujr']",heb_Hebr,Step50+sbeam8,{'tur_Latn': 0.92}
tur_guj,"['tur_Latn', 'guj_Gujr']",arb_Arab,Labels,{'arb_Arab': 1.0}
tur_guj,"['tur_Latn', 'guj_Gujr']",arb_Arab,Base,{'tur_Latn': 0.88}
tur_guj,"['tur_Latn', 'guj_Gujr']",arb_Arab,Step1,"{'tur_Latn': 0.84, 'eng_Latn': 0.07, 'guj_Gujr': 0.06}"
tur_guj,"['tur_Latn', 'guj_Gujr']",arb_Arab,Step50+sbeam8,"{'tur_Latn': 0.81, 'eng_Latn': 0.07, 'guj_Gujr': 0.09}"
tur_guj,"['tur_Latn', 'guj_Gujr']",amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
tur_guj,"['tur_Latn', 'guj_Gujr']",amh_Ethi,Base,"{'guj_Gujr': 0.66, 'tur_Latn': 0.27}"
tur_guj,"['tur_Latn', 'guj_Gujr']",amh_Ethi,Step1,"{'guj_Gujr': 0.83, 'tur_Latn': 0.08}"
tur_guj,"['tur_Latn', 'guj_Gujr']",amh_Ethi,Step50+sbeam8,"{'guj_Gujr': 0.87, 'tur_Latn': 0.08}"
tur_guj,"['tur_Latn', 'guj_Gujr']",mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
tur_guj,"['tur_Latn', 'guj_Gujr']",mlt_Latn,Base,"{'eng_Latn': 0.16, 'tur_Latn': 0.69}"
tur_guj,"['tur_Latn', 'guj_Gujr']",mlt_Latn,Step1,"{'tur_Latn': 0.61, 'eng_Latn': 0.22}"
tur_guj,"['tur_Latn', 'guj_Gujr']",mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.27, 'tur_Latn': 0.5}"
tur_guj,"['tur_Latn', 'guj_Gujr']",hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
tur_guj,"['tur_Latn', 'guj_Gujr']",hin_Deva,Base,"{'guj_Gujr': 0.76, 'eng_Latn': 0.23}"
tur_guj,"['tur_Latn', 'guj_Gujr']",hin_Deva,Step1,"{'guj_Gujr': 0.76, 'eng_Latn': 0.22}"
tur_guj,"['tur_Latn', 'guj_Gujr']",hin_Deva,Step50+sbeam8,"{'guj_Gujr': 0.76, 'eng_Latn': 0.22}"
tur_guj,"['tur_Latn', 'guj_Gujr']",urd_Arab,Labels,{'urd_Arab': 0.98}
tur_guj,"['tur_Latn', 'guj_Gujr']",urd_Arab,Base,"{'guj_Gujr': 0.76, 'tur_Latn': 0.16, 'eng_Latn': 0.06}"
tur_guj,"['tur_Latn', 'guj_Gujr']",urd_Arab,Step1,"{'guj_Gujr': 0.86, 'tur_Latn': 0.07}"
tur_guj,"['tur_Latn', 'guj_Gujr']",urd_Arab,Step50+sbeam8,"{'guj_Gujr': 0.88, 'tur_Latn': 0.07}"
tur_guj,"['tur_Latn', 'guj_Gujr']",guj_Gujr,Labels,{'guj_Gujr': 0.99}
tur_guj,"['tur_Latn', 'guj_Gujr']",guj_Gujr,Base,{'guj_Gujr': 0.99}
